ALL_DAEs (including priority assigned genes near DAEs)																		
# GO	NS	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	enrichment	p_fdr_bh	study_items								
....GO:0060429	BP	epithelium development	15/698	54/7020	0.000168867	4	15	2.793696275	0.02801229	LALB_v3.1_00052, LALB_v3.1_00893, LALB_v3.1_01936, LALB_v3.1_02034, LALB_v3.1_03293, LALB_v3.1_03582, LALB_v3.1_05193, LALB_v3.1_05489, LALB_v3.1_06567, LALB_v3.1_07308, LALB_v3.1_07816, LALB_v3.1_08090, LALB_v3.1_08634, LALB_v3.1_09489, LALB_v3.1_10240								
....GO:0035114	BP	imaginal disc-derived appendage morphogenesis	18/698	66/7020	5.04E-05	4	18	2.742901797	0.013549128	LALB_v3.1_00443, LALB_v3.1_00917, LALB_v3.1_01245, LALB_v3.1_01515, LALB_v3.1_02543, LALB_v3.1_02775, LALB_v3.1_02807, LALB_v3.1_03505, LALB_v3.1_04457, LALB_v3.1_04612, LALB_v3.1_04957, LALB_v3.1_05489, LALB_v3.1_06107, LALB_v3.1_06345, LALB_v3.1_06544, LALB_v3.1_07299, LALB_v3.1_07308, LALB_v3.1_08809								
..GO:0008037	BP	cell recognition	16/698	59/7020	0.000140804	2	16	2.727405177	0.025025355	LALB_v3.1_00275, LALB_v3.1_00437, LALB_v3.1_02807, LALB_v3.1_04457, LALB_v3.1_06867, LALB_v3.1_07140, LALB_v3.1_07610, LALB_v3.1_07896, LALB_v3.1_07899, LALB_v3.1_08090, LALB_v3.1_08402, LALB_v3.1_08644, LALB_v3.1_09278, LALB_v3.1_09988, LALB_v3.1_10682, LALB_v3.1_10777								
.....GO:0010631	BP	epithelial cell migration	18/698	73/7020	0.000207524	5	18	2.479883817	0.033314359	LALB_v3.1_00538, LALB_v3.1_00841, LALB_v3.1_01515, LALB_v3.1_02759, LALB_v3.1_04115, LALB_v3.1_04174, LALB_v3.1_04457, LALB_v3.1_04554, LALB_v3.1_04612, LALB_v3.1_05930, LALB_v3.1_06107, LALB_v3.1_07299, LALB_v3.1_07576, LALB_v3.1_07896, LALB_v3.1_08061, LALB_v3.1_08090, LALB_v3.1_08194, LALB_v3.1_09372								
...GO:0007267	BP	cell-cell signaling	35/698	146/7020	7.00E-07	4	35	2.410998155	0.000536081	LALB_v3.1_00165, LALB_v3.1_00437, LALB_v3.1_00538, LALB_v3.1_00989, LALB_v3.1_01515, LALB_v3.1_01936, LALB_v3.1_02389, LALB_v3.1_03151, LALB_v3.1_03168, LALB_v3.1_03364, LALB_v3.1_03583, LALB_v3.1_03603, LALB_v3.1_03776, LALB_v3.1_03936, LALB_v3.1_04612, LALB_v3.1_04626, LALB_v3.1_05444, LALB_v3.1_05966, LALB_v3.1_05997, LALB_v3.1_06815, LALB_v3.1_07446, LALB_v3.1_07620, LALB_v3.1_07689, LALB_v3.1_08061, LALB_v3.1_08149, LALB_v3.1_08348, LALB_v3.1_08349, LALB_v3.1_08420, LALB_v3.1_08464, LALB_v3.1_08809, LALB_v3.1_08857, LALB_v3.1_09119, LALB_v3.1_09278, LALB_v3.1_09988, LALB_v3.1_10812								
...GO:0023052	BP	signaling	35/698	147/7020	7.77E-07	3	35	2.394596807	0.000552681	LALB_v3.1_00165, LALB_v3.1_00437, LALB_v3.1_00538, LALB_v3.1_00989, LALB_v3.1_01515, LALB_v3.1_01936, LALB_v3.1_02389, LALB_v3.1_03151, LALB_v3.1_03168, LALB_v3.1_03364, LALB_v3.1_03583, LALB_v3.1_03603, LALB_v3.1_03776, LALB_v3.1_03936, LALB_v3.1_04612, LALB_v3.1_04626, LALB_v3.1_05444, LALB_v3.1_05966, LALB_v3.1_05997, LALB_v3.1_06815, LALB_v3.1_07446, LALB_v3.1_07620, LALB_v3.1_07689, LALB_v3.1_08061, LALB_v3.1_08149, LALB_v3.1_08348, LALB_v3.1_08349, LALB_v3.1_08420, LALB_v3.1_08464, LALB_v3.1_08809, LALB_v3.1_08857, LALB_v3.1_09119, LALB_v3.1_09278, LALB_v3.1_09988, LALB_v3.1_10812								
...GO:0035107	BP	appendage morphogenesis	19/698	80/7020	0.000236394	3	19	2.388610315	0.034600491	LALB_v3.1_00443, LALB_v3.1_00917, LALB_v3.1_01245, LALB_v3.1_01515, LALB_v3.1_02543, LALB_v3.1_02775, LALB_v3.1_02807, LALB_v3.1_03505, LALB_v3.1_04457, LALB_v3.1_04612, LALB_v3.1_04957, LALB_v3.1_05489, LALB_v3.1_06107, LALB_v3.1_06345, LALB_v3.1_06544, LALB_v3.1_07299, LALB_v3.1_07308, LALB_v3.1_08809, LALB_v3.1_09489								
....GO:0034702	CC	monoatomic ion channel complex	19/698	80/7020	0.000236394	4	19	2.388610315	0.049191112	LALB_v3.1_00056, LALB_v3.1_00605, LALB_v3.1_01649, LALB_v3.1_03151, LALB_v3.1_03168, LALB_v3.1_03603, LALB_v3.1_03641, LALB_v3.1_03886, LALB_v3.1_05444, LALB_v3.1_05767, LALB_v3.1_05966, LALB_v3.1_06057, LALB_v3.1_06427, LALB_v3.1_06815, LALB_v3.1_07870, LALB_v3.1_08846, LALB_v3.1_08857, LALB_v3.1_10273, LALB_v3.1_10499								
....GO:0097060	CC	synaptic membrane	24/698	102/7020	6.49E-05	4	24	2.36642508	0.019066651	LALB_v3.1_00112, LALB_v3.1_00437, LALB_v3.1_00989, LALB_v3.1_02566, LALB_v3.1_02980, LALB_v3.1_03151, LALB_v3.1_03366, LALB_v3.1_03603, LALB_v3.1_05173, LALB_v3.1_05444, LALB_v3.1_05966, LALB_v3.1_06107, LALB_v3.1_06474, LALB_v3.1_06815, LALB_v3.1_07393, LALB_v3.1_07446, LALB_v3.1_07689, LALB_v3.1_08061, LALB_v3.1_08348, LALB_v3.1_08349, LALB_v3.1_08420, LALB_v3.1_08644, LALB_v3.1_08848, LALB_v3.1_08857								
.......GO:0097485	BP	neuron projection guidance	30/698	132/7020	1.13E-05	7	30	2.285751498	0.004910851	LALB_v3.1_00062, LALB_v3.1_00419, LALB_v3.1_00437, LALB_v3.1_00443, LALB_v3.1_00849, LALB_v3.1_01515, LALB_v3.1_01787, LALB_v3.1_02013, LALB_v3.1_04018, LALB_v3.1_04457, LALB_v3.1_04800, LALB_v3.1_04957, LALB_v3.1_05275, LALB_v3.1_06107, LALB_v3.1_06343, LALB_v3.1_07140, LALB_v3.1_07610, LALB_v3.1_07899, LALB_v3.1_08090, LALB_v3.1_08347, LALB_v3.1_08402, LALB_v3.1_08644, LALB_v3.1_08665, LALB_v3.1_08682, LALB_v3.1_08689, LALB_v3.1_09278, LALB_v3.1_09364, LALB_v3.1_09380, LALB_v3.1_09381, LALB_v3.1_10682								
........GO:0007411	BP	axon guidance	29/698	128/7020	1.70E-05	8	29	2.278608524	0.006260222	LALB_v3.1_00062, LALB_v3.1_00419, LALB_v3.1_00437, LALB_v3.1_00849, LALB_v3.1_01515, LALB_v3.1_01787, LALB_v3.1_02013, LALB_v3.1_04018, LALB_v3.1_04457, LALB_v3.1_04800, LALB_v3.1_04957, LALB_v3.1_05275, LALB_v3.1_06107, LALB_v3.1_06343, LALB_v3.1_07140, LALB_v3.1_07610, LALB_v3.1_07899, LALB_v3.1_08090, LALB_v3.1_08347, LALB_v3.1_08402, LALB_v3.1_08644, LALB_v3.1_08665, LALB_v3.1_08682, LALB_v3.1_08689, LALB_v3.1_09278, LALB_v3.1_09364, LALB_v3.1_09380, LALB_v3.1_09381, LALB_v3.1_10682								
...GO:0009888	BP	tissue development	32/698	145/7020	1.40E-05	3	32	2.219543523	0.005359599	LALB_v3.1_00052, LALB_v3.1_00841, LALB_v3.1_00893, LALB_v3.1_01245, LALB_v3.1_01515, LALB_v3.1_01936, LALB_v3.1_02034, LALB_v3.1_03293, LALB_v3.1_03582, LALB_v3.1_04174, LALB_v3.1_04612, LALB_v3.1_05121, LALB_v3.1_05193, LALB_v3.1_05489, LALB_v3.1_05525, LALB_v3.1_05546, LALB_v3.1_05766, LALB_v3.1_06178, LALB_v3.1_06567, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07816, LALB_v3.1_08090, LALB_v3.1_08289, LALB_v3.1_08634, LALB_v3.1_08921, LALB_v3.1_08976, LALB_v3.1_09380, LALB_v3.1_09381, LALB_v3.1_09489, LALB_v3.1_10240, LALB_v3.1_10546								
...GO:0009886	BP	post-embryonic animal morphogenesis	22/698	100/7020	0.000283114	3	22	2.21260745	0.040254811	LALB_v3.1_00443, LALB_v3.1_00841, LALB_v3.1_00917, LALB_v3.1_01245, LALB_v3.1_01515, LALB_v3.1_02543, LALB_v3.1_02807, LALB_v3.1_03505, LALB_v3.1_03776, LALB_v3.1_04457, LALB_v3.1_04464, LALB_v3.1_04612, LALB_v3.1_04957, LALB_v3.1_05489, LALB_v3.1_06107, LALB_v3.1_06544, LALB_v3.1_07299, LALB_v3.1_07308, LALB_v3.1_08809, LALB_v3.1_09278, LALB_v3.1_09372, LALB_v3.1_09490								
...GO:1902495	CC	transmembrane transporter complex	22/698	100/7020	0.000283114	3	22	2.21260745	0.049191112	LALB_v3.1_00056, LALB_v3.1_00605, LALB_v3.1_01649, LALB_v3.1_03151, LALB_v3.1_03168, LALB_v3.1_03603, LALB_v3.1_03641, LALB_v3.1_03886, LALB_v3.1_04832, LALB_v3.1_05444, LALB_v3.1_05767, LALB_v3.1_05966, LALB_v3.1_06057, LALB_v3.1_06427, LALB_v3.1_06815, LALB_v3.1_07870, LALB_v3.1_08846, LALB_v3.1_08857, LALB_v3.1_09401, LALB_v3.1_09713, LALB_v3.1_10273, LALB_v3.1_10499								
.....GO:0030424	CC	axon	28/698	129/7020	6.86E-05	5	28	2.182981275	0.019066651	LALB_v3.1_00442, LALB_v3.1_00605, LALB_v3.1_01620, LALB_v3.1_02013, LALB_v3.1_02017, LALB_v3.1_02034, LALB_v3.1_02566, LALB_v3.1_02807, LALB_v3.1_03366, LALB_v3.1_03612, LALB_v3.1_03650, LALB_v3.1_05981, LALB_v3.1_06143, LALB_v3.1_06178, LALB_v3.1_06474, LALB_v3.1_06815, LALB_v3.1_06828, LALB_v3.1_07689, LALB_v3.1_07820, LALB_v3.1_07899, LALB_v3.1_08089, LALB_v3.1_08090, LALB_v3.1_08420, LALB_v3.1_08644, LALB_v3.1_09964, LALB_v3.1_10410, LALB_v3.1_10499, LALB_v3.1_10682								
...GO:0019904	MF	protein domain specific binding	31/698	143/7020	2.51E-05	3	31	2.180255275	0.024623385	LALB_v3.1_00419, LALB_v3.1_01512, LALB_v3.1_01515, LALB_v3.1_01846, LALB_v3.1_02103, LALB_v3.1_02200, LALB_v3.1_02566, LALB_v3.1_03215, LALB_v3.1_03366, LALB_v3.1_03776, LALB_v3.1_04022, LALB_v3.1_04350, LALB_v3.1_04626, LALB_v3.1_04999, LALB_v3.1_05077, LALB_v3.1_05981, LALB_v3.1_06023, LALB_v3.1_06143, LALB_v3.1_06427, LALB_v3.1_07308, LALB_v3.1_07351, LALB_v3.1_07970, LALB_v3.1_08311, LALB_v3.1_08348, LALB_v3.1_08420, LALB_v3.1_08466, LALB_v3.1_08467, LALB_v3.1_08637, LALB_v3.1_09963, LALB_v3.1_10499, LALB_v3.1_10544								
.....GO:0099537	BP	trans-synaptic signaling	24/698	113/7020	0.000331805	6	24	2.136065117	0.044627798	LALB_v3.1_00165, LALB_v3.1_00437, LALB_v3.1_00538, LALB_v3.1_00989, LALB_v3.1_02389, LALB_v3.1_03151, LALB_v3.1_03168, LALB_v3.1_03364, LALB_v3.1_03583, LALB_v3.1_03776, LALB_v3.1_03936, LALB_v3.1_05444, LALB_v3.1_05966, LALB_v3.1_06815, LALB_v3.1_07446, LALB_v3.1_07689, LALB_v3.1_08061, LALB_v3.1_08348, LALB_v3.1_08349, LALB_v3.1_08420, LALB_v3.1_08857, LALB_v3.1_09119, LALB_v3.1_09988, LALB_v3.1_10812								
..GO:0007155	BP	cell adhesion	35/698	171/7020	2.55E-05	2	35	2.058513045	0.007937333	LALB_v3.1_00112, LALB_v3.1_00310, LALB_v3.1_00437, LALB_v3.1_00442, LALB_v3.1_00841, LALB_v3.1_00972, LALB_v3.1_02200, LALB_v3.1_02231, LALB_v3.1_02664, LALB_v3.1_02759, LALB_v3.1_04457, LALB_v3.1_04846, LALB_v3.1_05173, LALB_v3.1_05406, LALB_v3.1_05525, LALB_v3.1_05663, LALB_v3.1_05981, LALB_v3.1_06107, LALB_v3.1_06178, LALB_v3.1_06251, LALB_v3.1_06474, LALB_v3.1_06828, LALB_v3.1_07140, LALB_v3.1_07455, LALB_v3.1_07820, LALB_v3.1_07899, LALB_v3.1_07918, LALB_v3.1_07925, LALB_v3.1_08348, LALB_v3.1_08349, LALB_v3.1_08637, LALB_v3.1_08644, LALB_v3.1_08947, LALB_v3.1_08976, LALB_v3.1_10682								
......GO:0031175	BP	neuron projection development	36/698	176/7020	2.94E-05	6	36	2.057176348	0.008879365	LALB_v3.1_00062, LALB_v3.1_00419, LALB_v3.1_00437, LALB_v3.1_00443, LALB_v3.1_00849, LALB_v3.1_01515, LALB_v3.1_01787, LALB_v3.1_02013, LALB_v3.1_02017, LALB_v3.1_03293, LALB_v3.1_03612, LALB_v3.1_04018, LALB_v3.1_04457, LALB_v3.1_04800, LALB_v3.1_04957, LALB_v3.1_05275, LALB_v3.1_05546, LALB_v3.1_06107, LALB_v3.1_06343, LALB_v3.1_07140, LALB_v3.1_07610, LALB_v3.1_07899, LALB_v3.1_08090, LALB_v3.1_08347, LALB_v3.1_08348, LALB_v3.1_08402, LALB_v3.1_08644, LALB_v3.1_08665, LALB_v3.1_08682, LALB_v3.1_08689, LALB_v3.1_08947, LALB_v3.1_09278, LALB_v3.1_09364, LALB_v3.1_09380, LALB_v3.1_09381, LALB_v3.1_10682								
...GO:0003002	BP	regionalization	32/698	159/7020	8.03E-05	3	32	2.024112018	0.01867573	LALB_v3.1_00210, LALB_v3.1_00419, LALB_v3.1_01007, LALB_v3.1_01286, LALB_v3.1_01515, LALB_v3.1_01681, LALB_v3.1_02543, LALB_v3.1_02775, LALB_v3.1_03505, LALB_v3.1_03582, LALB_v3.1_03695, LALB_v3.1_03776, LALB_v3.1_04018, LALB_v3.1_04227, LALB_v3.1_04443, LALB_v3.1_04464, LALB_v3.1_04612, LALB_v3.1_04957, LALB_v3.1_05489, LALB_v3.1_06177, LALB_v3.1_06343, LALB_v3.1_06567, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_08090, LALB_v3.1_08194, LALB_v3.1_08279, LALB_v3.1_08665, LALB_v3.1_08682, LALB_v3.1_08809, LALB_v3.1_09372, LALB_v3.1_09450								
..GO:0007154	BP	cell communication	41/698	210/7020	1.85E-05	2	41	1.963569382	0.006333451	LALB_v3.1_00052, LALB_v3.1_00165, LALB_v3.1_00437, LALB_v3.1_00538, LALB_v3.1_00989, LALB_v3.1_01515, LALB_v3.1_01846, LALB_v3.1_01936, LALB_v3.1_02389, LALB_v3.1_02527, LALB_v3.1_02948, LALB_v3.1_03151, LALB_v3.1_03168, LALB_v3.1_03364, LALB_v3.1_03583, LALB_v3.1_03603, LALB_v3.1_03776, LALB_v3.1_03936, LALB_v3.1_04612, LALB_v3.1_04626, LALB_v3.1_05444, LALB_v3.1_05966, LALB_v3.1_05997, LALB_v3.1_06815, LALB_v3.1_07446, LALB_v3.1_07620, LALB_v3.1_07689, LALB_v3.1_08061, LALB_v3.1_08149, LALB_v3.1_08348, LALB_v3.1_08349, LALB_v3.1_08420, LALB_v3.1_08464, LALB_v3.1_08809, LALB_v3.1_08857, LALB_v3.1_09119, LALB_v3.1_09278, LALB_v3.1_09988, LALB_v3.1_09990, LALB_v3.1_10682, LALB_v3.1_10812								
...GO:0040012	BP	regulation of locomotion	34/698	180/7020	0.000203561	3	34	1.899713467	0.033213815	LALB_v3.1_00419, LALB_v3.1_00437, LALB_v3.1_00841, LALB_v3.1_00849, LALB_v3.1_01846, LALB_v3.1_01936, LALB_v3.1_02013, LALB_v3.1_02103, LALB_v3.1_02566, LALB_v3.1_04015, LALB_v3.1_04103, LALB_v3.1_04115, LALB_v3.1_04392, LALB_v3.1_05243, LALB_v3.1_05530, LALB_v3.1_05546, LALB_v3.1_05930, LALB_v3.1_05981, LALB_v3.1_05997, LALB_v3.1_06033, LALB_v3.1_06107, LALB_v3.1_06479, LALB_v3.1_06817, LALB_v3.1_07003, LALB_v3.1_07299, LALB_v3.1_07610, LALB_v3.1_07862, LALB_v3.1_08053, LALB_v3.1_08061, LALB_v3.1_08090, LALB_v3.1_08194, LALB_v3.1_08637, LALB_v3.1_08976, LALB_v3.1_10771								
...GO:0000981	MF	DNA-binding transcription factor activity, RNA polymerase II-specific	50/698	268/7020	9.10E-06	3	50	1.87636317	0.013510765	LALB_v3.1_00275, LALB_v3.1_00343, LALB_v3.1_00415, LALB_v3.1_00419, LALB_v3.1_00432, LALB_v3.1_00443, LALB_v3.1_00463, LALB_v3.1_00538, LALB_v3.1_00920, LALB_v3.1_01626, LALB_v3.1_01681, LALB_v3.1_01864, LALB_v3.1_01906, LALB_v3.1_02034, LALB_v3.1_02515, LALB_v3.1_02543, LALB_v3.1_02969, LALB_v3.1_03164, LALB_v3.1_03675, LALB_v3.1_03695, LALB_v3.1_04126, LALB_v3.1_04443, LALB_v3.1_04464, LALB_v3.1_04510, LALB_v3.1_04920, LALB_v3.1_04957, LALB_v3.1_04999, LALB_v3.1_05066, LALB_v3.1_05193, LALB_v3.1_05489, LALB_v3.1_05587, LALB_v3.1_05682, LALB_v3.1_05741, LALB_v3.1_06082, LALB_v3.1_06177, LALB_v3.1_06343, LALB_v3.1_06345, LALB_v3.1_06840, LALB_v3.1_07231, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07314, LALB_v3.1_07862, LALB_v3.1_08153, LALB_v3.1_08279, LALB_v3.1_08379, LALB_v3.1_08512, LALB_v3.1_08665, LALB_v3.1_09489, LALB_v3.1_09990								
...GO:0009887	BP	animal organ morphogenesis	38/698	209/7020	0.000222732	3	38	1.828601198	0.034105414	LALB_v3.1_00052, LALB_v3.1_00419, LALB_v3.1_00437, LALB_v3.1_00443, LALB_v3.1_00841, LALB_v3.1_00917, LALB_v3.1_01245, LALB_v3.1_01515, LALB_v3.1_01681, LALB_v3.1_01936, LALB_v3.1_02200, LALB_v3.1_02543, LALB_v3.1_03445, LALB_v3.1_03505, LALB_v3.1_03582, LALB_v3.1_04443, LALB_v3.1_04457, LALB_v3.1_04612, LALB_v3.1_05193, LALB_v3.1_05489, LALB_v3.1_05546, LALB_v3.1_05766, LALB_v3.1_05997, LALB_v3.1_06097, LALB_v3.1_06107, LALB_v3.1_06343, LALB_v3.1_06345, LALB_v3.1_06544, LALB_v3.1_06567, LALB_v3.1_07306, LALB_v3.1_07918, LALB_v3.1_08153, LALB_v3.1_08194, LALB_v3.1_08279, LALB_v3.1_08347, LALB_v3.1_08464, LALB_v3.1_08644, LALB_v3.1_08809								
...GO:0016477	BP	cell migration	39/698	219/7020	0.000310766	3	39	1.791027201	0.042370645	LALB_v3.1_00052, LALB_v3.1_00419, LALB_v3.1_00538, LALB_v3.1_00841, LALB_v3.1_01245, LALB_v3.1_01515, LALB_v3.1_02017, LALB_v3.1_02759, LALB_v3.1_04015, LALB_v3.1_04115, LALB_v3.1_04174, LALB_v3.1_04457, LALB_v3.1_04554, LALB_v3.1_04612, LALB_v3.1_04626, LALB_v3.1_05193, LALB_v3.1_05546, LALB_v3.1_05930, LALB_v3.1_05981, LALB_v3.1_06107, LALB_v3.1_06143, LALB_v3.1_06178, LALB_v3.1_07003, LALB_v3.1_07044, LALB_v3.1_07299, LALB_v3.1_07306, LALB_v3.1_07455, LALB_v3.1_07576, LALB_v3.1_07621, LALB_v3.1_07778, LALB_v3.1_07896, LALB_v3.1_08061, LALB_v3.1_08090, LALB_v3.1_08132, LALB_v3.1_08194, LALB_v3.1_08440, LALB_v3.1_09119, LALB_v3.1_09278, LALB_v3.1_09372								
.....GO:0000976	MF	transcription cis-regulatory region binding	49/698	280/7020	6.17E-05	7	49	1.760028653	0.024623385	LALB_v3.1_00275, LALB_v3.1_00343, LALB_v3.1_00415, LALB_v3.1_00419, LALB_v3.1_00443, LALB_v3.1_00538, LALB_v3.1_00920, LALB_v3.1_01626, LALB_v3.1_01681, LALB_v3.1_01906, LALB_v3.1_02034, LALB_v3.1_02515, LALB_v3.1_02543, LALB_v3.1_02775, LALB_v3.1_02969, LALB_v3.1_03675, LALB_v3.1_03695, LALB_v3.1_03746, LALB_v3.1_04018, LALB_v3.1_04126, LALB_v3.1_04443, LALB_v3.1_04464, LALB_v3.1_04510, LALB_v3.1_04611, LALB_v3.1_04920, LALB_v3.1_04957, LALB_v3.1_05066, LALB_v3.1_05193, LALB_v3.1_05489, LALB_v3.1_05587, LALB_v3.1_05682, LALB_v3.1_05741, LALB_v3.1_06051, LALB_v3.1_06082, LALB_v3.1_06343, LALB_v3.1_06345, LALB_v3.1_06427, LALB_v3.1_07231, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07862, LALB_v3.1_08153, LALB_v3.1_08279, LALB_v3.1_08512, LALB_v3.1_08665, LALB_v3.1_09423, LALB_v3.1_09489, LALB_v3.1_09990, LALB_v3.1_10546								
....GO:0001067	MF	transcription regulatory region nucleic acid binding	49/698	281/7020	9.06E-05	4	49	1.753765206	0.025769455	LALB_v3.1_00275, LALB_v3.1_00343, LALB_v3.1_00415, LALB_v3.1_00419, LALB_v3.1_00443, LALB_v3.1_00538, LALB_v3.1_00920, LALB_v3.1_01626, LALB_v3.1_01681, LALB_v3.1_01906, LALB_v3.1_02034, LALB_v3.1_02515, LALB_v3.1_02543, LALB_v3.1_02775, LALB_v3.1_02969, LALB_v3.1_03675, LALB_v3.1_03695, LALB_v3.1_03746, LALB_v3.1_04018, LALB_v3.1_04126, LALB_v3.1_04443, LALB_v3.1_04464, LALB_v3.1_04510, LALB_v3.1_04611, LALB_v3.1_04920, LALB_v3.1_04957, LALB_v3.1_05066, LALB_v3.1_05193, LALB_v3.1_05489, LALB_v3.1_05587, LALB_v3.1_05682, LALB_v3.1_05741, LALB_v3.1_06051, LALB_v3.1_06082, LALB_v3.1_06343, LALB_v3.1_06345, LALB_v3.1_06427, LALB_v3.1_07231, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07862, LALB_v3.1_08153, LALB_v3.1_08279, LALB_v3.1_08512, LALB_v3.1_08665, LALB_v3.1_09423, LALB_v3.1_09489, LALB_v3.1_09990, LALB_v3.1_10546								
