DAE and fast-evolving CNEE overlapping genes																		
# GO	NS	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	enrichment	p_fdr_bh	study_items								
....GO:0060076	CC	excitatory synapse	6/341	19/9865	3.02386E-05	4	6	9.135669085	0.003308965	LALB_v3.1_00112, LALB_v3.1_00442, LALB_v3.1_05173, LALB_v3.1_08348, LALB_v3.1_08351, LALB_v3.1_08420								
......GO:0001745	BP	compound eye morphogenesis	11/341	36/9865	1.98E-08	6	11	8.839605735	1.7814E-05	LALB_v3.1_00437, LALB_v3.1_00443, LALB_v3.1_00841, LALB_v3.1_01054, LALB_v3.1_01515, LALB_v3.1_02200, LALB_v3.1_02543, LALB_v3.1_05815, LALB_v3.1_07786, LALB_v3.1_08347, LALB_v3.1_08809								
....GO:0048806	BP	genitalia development	5/341	17/9865	0.000210373	4	5	8.508711402	0.027865846	LALB_v3.1_00275, LALB_v3.1_01708, LALB_v3.1_02233, LALB_v3.1_06345, LALB_v3.1_07306								
........GO:0045467	BP	R7 cell development	5/341	18/9865	0.000283091	8	5	8.036005213	0.033882838	LALB_v3.1_00437, LALB_v3.1_06345, LALB_v3.1_08347, LALB_v3.1_08402, LALB_v3.1_10682								
.....GO:0016339	BP	calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules	5/341	18/9865	0.000283091	5	5	8.036005213	0.033882838	LALB_v3.1_00841, LALB_v3.1_00972, LALB_v3.1_02759, LALB_v3.1_08348, LALB_v3.1_10682								
......GO:0005272	MF	sodium channel activity	5/341	18/9865	0.000283091	7	5	8.036005213	0.047828212	LALB_v3.1_03886, LALB_v3.1_05079, LALB_v3.1_05966, LALB_v3.1_08857, LALB_v3.1_10499								
...GO:0007379	BP	segment specification	6/341	22/9865	7.61538E-05	3	6	7.889896028	0.014143595	LALB_v3.1_00841, LALB_v3.1_05489, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07314, LALB_v3.1_09945								
.....GO:0007480	BP	imaginal disc-derived leg morphogenesis	6/341	22/9865	7.61538E-05	5	6	7.889896028	0.014143595	LALB_v3.1_01515, LALB_v3.1_05489, LALB_v3.1_05815, LALB_v3.1_07308, LALB_v3.1_07786, LALB_v3.1_08809								
.....GO:0048592	BP	eye morphogenesis	14/341	57/9865	5.33234E-09	5.00E+00	1.40E+01	7.105520399	6.38E-06	LALB_v3.1_00437, LALB_v3.1_00443, LALB_v3.1_00841, LALB_v3.1_01054, LALB_v3.1_01515, LALB_v3.1_01708, LALB_v3.1_02200, LALB_v3.1_02543, LALB_v3.1_05815, LALB_v3.1_06345, LALB_v3.1_07786, LALB_v3.1_08347, LALB_v3.1_08644, LALB_v3.1_08809								
.....GO:0099634	CC	postsynaptic specialization membrane	6/341	25/9865	0.000165563	5	6	6.943108504	0.013349583	LALB_v3.1_02980, LALB_v3.1_03151, LALB_v3.1_05966, LALB_v3.1_08348, LALB_v3.1_08351, LALB_v3.1_08857								
......GO:0034705	CC	potassium channel complex	5/341	21/9865	0.000617267	6	5	6.888004469	0.039402196	LALB_v3.1_05767, LALB_v3.1_05966, LALB_v3.1_06427, LALB_v3.1_08857, LALB_v3.1_10499								
......GO:0098839	CC	postsynaptic density membrane	5/341	21/9865	0.000617267	6	5	6.888004469	0.039402196	LALB_v3.1_02980, LALB_v3.1_03151, LALB_v3.1_05966, LALB_v3.1_08351, LALB_v3.1_08857								
....GO:0090596	BP	sensory organ morphogenesis	14/341	61/9865	1.38E-08	4	14	6.639584635	1.34753E-05	LALB_v3.1_00437, LALB_v3.1_00443, LALB_v3.1_00841, LALB_v3.1_01054, LALB_v3.1_01515, LALB_v3.1_01708, LALB_v3.1_02200, LALB_v3.1_02543, LALB_v3.1_05815, LALB_v3.1_06345, LALB_v3.1_07786, LALB_v3.1_08347, LALB_v3.1_08644, LALB_v3.1_08809								
.....GO:0007156	BP	homophilic cell adhesion via plasma membrane adhesion molecules	10/341	45/9865	2.32E-06	5	10	6.428804171	0.000831457	LALB_v3.1_00841, LALB_v3.1_00972, LALB_v3.1_02200, LALB_v3.1_02759, LALB_v3.1_05173, LALB_v3.1_06828, LALB_v3.1_07140, LALB_v3.1_07918, LALB_v3.1_08644, LALB_v3.1_10682								
....GO:0098742	BP	cell-cell adhesion via plasma-membrane adhesion molecules	12/341	55/9865	2.75839E-07	4	12	6.311916822	0.000129188	LALB_v3.1_00841, LALB_v3.1_00972, LALB_v3.1_02200, LALB_v3.1_02759, LALB_v3.1_04457, LALB_v3.1_05173, LALB_v3.1_06828, LALB_v3.1_07140, LALB_v3.1_07918, LALB_v3.1_08348, LALB_v3.1_08644, LALB_v3.1_10682								
.....GO:0042734	CC	presynaptic membrane	9/341	42/9865	1.03042E-05	5.00E+00	9.00E+00	6.199204022	2.06E-03	LALB_v3.1_00112, LALB_v3.1_05173, LALB_v3.1_05966, LALB_v3.1_06474, LALB_v3.1_07812, LALB_v3.1_08420, LALB_v3.1_08644, LALB_v3.1_08857, LALB_v3.1_09992								
...GO:0001217	MF	DNA-binding transcription repressor activity	10/341	47/9865	3.53402E-06	3	10	6.155238036	0.001085587	LALB_v3.1_00275, LALB_v3.1_00343, LALB_v3.1_00920, LALB_v3.1_04443, LALB_v3.1_04510, LALB_v3.1_04927, LALB_v3.1_05682, LALB_v3.1_07231, LALB_v3.1_07786, LALB_v3.1_07862								
.....GO:0007424	BP	open tracheal system development	8/341	39/9865	4.51966E-05	5	8	5.934280773	0.009935878	LALB_v3.1_00443, LALB_v3.1_00841, LALB_v3.1_02759, LALB_v3.1_04443, LALB_v3.1_05815, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_09278								
....GO:0001227	MF	DNA-binding transcription repressor activity, RNA polymerase II-specific	9/341	45/9865	1.86869E-05	4.00E+00	9.00E+00	5.785923754	4.86E-03	LALB_v3.1_00275, LALB_v3.1_00343, LALB_v3.1_00920, LALB_v3.1_04443, LALB_v3.1_04510, LALB_v3.1_05682, LALB_v3.1_07231, LALB_v3.1_07786, LALB_v3.1_07862								
....GO:0007525	BP	somatic muscle development	7/341	36/9865	0.000194723	4	7	5.625203649	0.026219478	LALB_v3.1_01512, LALB_v3.1_04957, LALB_v3.1_05470, LALB_v3.1_05489, LALB_v3.1_07308, LALB_v3.1_08402, LALB_v3.1_08809								
....GO:0035114	BP	imaginal disc-derived appendage morphogenesis	15/341	78/9865	5.34322E-08	4	15	5.563388225	3.38571E-05	LALB_v3.1_00443, LALB_v3.1_01245, LALB_v3.1_01515, LALB_v3.1_02543, LALB_v3.1_02775, LALB_v3.1_03505, LALB_v3.1_04457, LALB_v3.1_04957, LALB_v3.1_05489, LALB_v3.1_05815, LALB_v3.1_06345, LALB_v3.1_07299, LALB_v3.1_07308, LALB_v3.1_07786, LALB_v3.1_08809								
....GO:0007447	BP	imaginal disc pattern formation	9/341	48/9865	3.22744E-05	4	9	5.424303519	0.007725764	LALB_v3.1_01515, LALB_v3.1_02543, LALB_v3.1_02775, LALB_v3.1_03505, LALB_v3.1_04957, LALB_v3.1_07306, LALB_v3.1_07786, LALB_v3.1_08809, LALB_v3.1_09945								
....GO:0060541	BP	respiratory system development	8/341	43/9865	9.44211E-05	4	8	5.382254655	0.016404905	LALB_v3.1_00443, LALB_v3.1_00841, LALB_v3.1_02759, LALB_v3.1_04443, LALB_v3.1_05815, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_09278								
...GO:0098802	CC	plasma membrane signaling receptor complex	7/341	38/9865	0.00027741	4	7	5.329140299	0.020237722	LALB_v3.1_00056, LALB_v3.1_03151, LALB_v3.1_04457, LALB_v3.1_05966, LALB_v3.1_06815, LALB_v3.1_08857, LALB_v3.1_09992								
...GO:0048608	BP	reproductive structure development	12/341	66/9865	2.20E-06	3	12	5.259930685	0.000816321	LALB_v3.1_00275, LALB_v3.1_00443, LALB_v3.1_00841, LALB_v3.1_01708, LALB_v3.1_01936, LALB_v3.1_02233, LALB_v3.1_06345, LALB_v3.1_07306, LALB_v3.1_08090, LALB_v3.1_08146, LALB_v3.1_08153, LALB_v3.1_08402								
...GO:0009880	BP	embryonic pattern specification	7/341	39/9865	0.000328207	3	7	5.192495676	0.038015512	LALB_v3.1_01007, LALB_v3.1_03695, LALB_v3.1_04018, LALB_v3.1_05489, LALB_v3.1_06086, LALB_v3.1_08221, LALB_v3.1_09119								
...GO:0008038	BP	neuron recognition	11/341	62/9865	7.49781E-06	3	11	5.132674298	0.002125433	LALB_v3.1_00275, LALB_v3.1_00437, LALB_v3.1_04457, LALB_v3.1_05815, LALB_v3.1_06867, LALB_v3.1_07140, LALB_v3.1_08090, LALB_v3.1_08402, LALB_v3.1_08644, LALB_v3.1_09278, LALB_v3.1_10682								
....GO:0035120	BP	post-embryonic appendage morphogenesis	12/341	72/9865	5.6913E-06	4	12	4.821603128	0.001702963	LALB_v3.1_01245, LALB_v3.1_01515, LALB_v3.1_02543, LALB_v3.1_03505, LALB_v3.1_04457, LALB_v3.1_04957, LALB_v3.1_05489, LALB_v3.1_05815, LALB_v3.1_07299, LALB_v3.1_07308, LALB_v3.1_07786, LALB_v3.1_08809								
....GO:0001894	BP	tissue homeostasis	7/341	42/9865	0.000526685	4	7	4.821603128	0.047676032	LALB_v3.1_00841, LALB_v3.1_01515, LALB_v3.1_03505, LALB_v3.1_04457, LALB_v3.1_04554, LALB_v3.1_04927, LALB_v3.1_06355								
......GO:0048749	BP	compound eye development	7/341	42/9865	0.000526685	6	7	4.821603128	0.047676032	LALB_v3.1_01007, LALB_v3.1_01515, LALB_v3.1_02200, LALB_v3.1_04927, LALB_v3.1_05489, LALB_v3.1_06345, LALB_v3.1_09945								
......GO:0042462	BP	eye photoreceptor cell development	7/341	42/9865	0.000526685	6	7	4.821603128	0.047676032	LALB_v3.1_00437, LALB_v3.1_01007, LALB_v3.1_02697, LALB_v3.1_06345, LALB_v3.1_08347, LALB_v3.1_08402, LALB_v3.1_10682								
.....GO:1901342	BP	regulation of vasculature development	7/341	42/9865	0.000526685	5	7	4.821603128	0.047676032	LALB_v3.1_00310, LALB_v3.1_01936, LALB_v3.1_02566, LALB_v3.1_05671, LALB_v3.1_05930, LALB_v3.1_06815, LALB_v3.1_08976								
.....GO:0007476	BP	imaginal disc-derived wing morphogenesis	10/341	61/9865	4.00234E-05	5	10	4.742560454	0.009173024	LALB_v3.1_01245, LALB_v3.1_01515, LALB_v3.1_02543, LALB_v3.1_03505, LALB_v3.1_04457, LALB_v3.1_04957, LALB_v3.1_05489, LALB_v3.1_07299, LALB_v3.1_07786, LALB_v3.1_08809								
..GO:0007155	BP	cell adhesion	31/341	194/9865	6.42E-13	2	31	4.622774133	1.36165E-09	LALB_v3.1_00112, LALB_v3.1_00310, LALB_v3.1_00437, LALB_v3.1_00442, LALB_v3.1_00841, LALB_v3.1_00972, LALB_v3.1_02200, LALB_v3.1_02231, LALB_v3.1_02233, LALB_v3.1_02664, LALB_v3.1_02759, LALB_v3.1_04457, LALB_v3.1_04846, LALB_v3.1_05173, LALB_v3.1_05525, LALB_v3.1_05663, LALB_v3.1_05981, LALB_v3.1_06251, LALB_v3.1_06474, LALB_v3.1_06828, LALB_v3.1_07140, LALB_v3.1_07918, LALB_v3.1_08221, LALB_v3.1_08348, LALB_v3.1_08351, LALB_v3.1_08637, LALB_v3.1_08644, LALB_v3.1_08947, LALB_v3.1_08976, LALB_v3.1_09609, LALB_v3.1_10682								
....GO:0031594	CC	neuromuscular junction	9/341	57/9865	0.000131646	4.00E+00	9.00E+00	4.567834542	1.19E-02	LALB_v3.1_00056, LALB_v3.1_00437, LALB_v3.1_03776, LALB_v3.1_06491, LALB_v3.1_07140, LALB_v3.1_08348, LALB_v3.1_08420, LALB_v3.1_08644, LALB_v3.1_09119								
..GO:0008037	BP	cell recognition	11/341	70/9865	2.49278E-05	2.00E+00	1.10E+01	4.546082949	6.10E-03	LALB_v3.1_00275, LALB_v3.1_00437, LALB_v3.1_04457, LALB_v3.1_05815, LALB_v3.1_06867, LALB_v3.1_07140, LALB_v3.1_08090, LALB_v3.1_08402, LALB_v3.1_08644, LALB_v3.1_09278, LALB_v3.1_10682								
...GO:0035107	BP	appendage morphogenesis	15/341	96/9865	9.09209E-07	3	15	4.520252933	0.000367873	LALB_v3.1_00443, LALB_v3.1_01245, LALB_v3.1_01515, LALB_v3.1_02543, LALB_v3.1_02775, LALB_v3.1_03505, LALB_v3.1_04457, LALB_v3.1_04957, LALB_v3.1_05489, LALB_v3.1_05815, LALB_v3.1_06345, LALB_v3.1_07299, LALB_v3.1_07308, LALB_v3.1_07786, LALB_v3.1_08809								
...GO:0009886	BP	post-embryonic animal morphogenesis	18/341	117/9865	9.33E-08	3	18	4.45071058	5.2868E-05	LALB_v3.1_00443, LALB_v3.1_00841, LALB_v3.1_01245, LALB_v3.1_01515, LALB_v3.1_02543, LALB_v3.1_03505, LALB_v3.1_03776, LALB_v3.1_04457, LALB_v3.1_04957, LALB_v3.1_05489, LALB_v3.1_05815, LALB_v3.1_07299, LALB_v3.1_07308, LALB_v3.1_07786, LALB_v3.1_08809, LALB_v3.1_09278, LALB_v3.1_09372, LALB_v3.1_09945								
...GO:0098609	BP	cell-cell adhesion	14/341	92/9865	2.91498E-06	3	14	4.402333291	0.00101291	LALB_v3.1_00841, LALB_v3.1_00972, LALB_v3.1_02200, LALB_v3.1_02664, LALB_v3.1_02759, LALB_v3.1_04457, LALB_v3.1_05173, LALB_v3.1_06828, LALB_v3.1_07140, LALB_v3.1_07918, LALB_v3.1_08348, LALB_v3.1_08351, LALB_v3.1_08644, LALB_v3.1_10682								
....GO:0097060	CC	synaptic membrane	18/341	121/9865	1.57943E-07	4	18	4.303579651	6.04921E-05	LALB_v3.1_00112, LALB_v3.1_00437, LALB_v3.1_02566, LALB_v3.1_02980, LALB_v3.1_03151, LALB_v3.1_03603, LALB_v3.1_05173, LALB_v3.1_05966, LALB_v3.1_06474, LALB_v3.1_06815, LALB_v3.1_07812, LALB_v3.1_08348, LALB_v3.1_08351, LALB_v3.1_08420, LALB_v3.1_08644, LALB_v3.1_08848, LALB_v3.1_08857, LALB_v3.1_09992								
..GO:0043235	CC	receptor complex	12/341	82/9865	2.25E-05	2	12	4.233602747	0.002651369	LALB_v3.1_00056, LALB_v3.1_03151, LALB_v3.1_04457, LALB_v3.1_04800, LALB_v3.1_05671, LALB_v3.1_05966, LALB_v3.1_06815, LALB_v3.1_08153, LALB_v3.1_08348, LALB_v3.1_08440, LALB_v3.1_08857, LALB_v3.1_09992								
...GO:0031012	CC	extracellular matrix	13/341	91/9865	1.34271E-05	3	13	4.132802681	0.002057033	LALB_v3.1_00331, LALB_v3.1_00437, LALB_v3.1_01286, LALB_v3.1_01936, LALB_v3.1_01984, LALB_v3.1_06251, LALB_v3.1_06355, LALB_v3.1_06828, LALB_v3.1_08317, LALB_v3.1_08976, LALB_v3.1_09278, LALB_v3.1_09850, LALB_v3.1_10173								
...GO:0099572	CC	postsynaptic specialization	8/341	57/9865	0.000706455	3	8	4.060297371	0.042751337	LALB_v3.1_02566, LALB_v3.1_02980, LALB_v3.1_03151, LALB_v3.1_06474, LALB_v3.1_08348, LALB_v3.1_08644, LALB_v3.1_08947, LALB_v3.1_09119								
.......GO:0097485	BP	neuron projection guidance	21/341	150/9865	4.28007E-08	7	21	4.050146628	3.07366E-05	LALB_v3.1_00437, LALB_v3.1_00443, LALB_v3.1_01515, LALB_v3.1_01787, LALB_v3.1_04018, LALB_v3.1_04457, LALB_v3.1_04800, LALB_v3.1_04957, LALB_v3.1_05815, LALB_v3.1_06024, LALB_v3.1_07140, LALB_v3.1_08090, LALB_v3.1_08347, LALB_v3.1_08402, LALB_v3.1_08644, LALB_v3.1_08689, LALB_v3.1_09278, LALB_v3.1_09380, LALB_v3.1_09381, LALB_v3.1_09945, LALB_v3.1_10682								
..GO:0030312	CC	external encapsulating structure	13/341	94/9865	1.92128E-05	2	13	4.000904723	0.002542902	LALB_v3.1_00331, LALB_v3.1_00437, LALB_v3.1_01286, LALB_v3.1_01936, LALB_v3.1_01984, LALB_v3.1_06251, LALB_v3.1_06355, LALB_v3.1_06828, LALB_v3.1_08317, LALB_v3.1_08976, LALB_v3.1_09278, LALB_v3.1_09850, LALB_v3.1_10173								
....GO:0034702	CC	monoatomic ion channel complex	12/341	87/9865	4.12474E-05	4	12	3.990292244	0.003949441	LALB_v3.1_00056, LALB_v3.1_03151, LALB_v3.1_03603, LALB_v3.1_03886, LALB_v3.1_05079, LALB_v3.1_05767, LALB_v3.1_05966, LALB_v3.1_06057, LALB_v3.1_06427, LALB_v3.1_06815, LALB_v3.1_08857, LALB_v3.1_10499								
........GO:0007411	BP	axon guidance	20/341	146/9865	1.31E-07	8	20	3.962961475	7.03273E-05	LALB_v3.1_00437, LALB_v3.1_01515, LALB_v3.1_01787, LALB_v3.1_04018, LALB_v3.1_04457, LALB_v3.1_04800, LALB_v3.1_04957, LALB_v3.1_05815, LALB_v3.1_06024, LALB_v3.1_07140, LALB_v3.1_08090, LALB_v3.1_08347, LALB_v3.1_08402, LALB_v3.1_08644, LALB_v3.1_08689, LALB_v3.1_09278, LALB_v3.1_09380, LALB_v3.1_09381, LALB_v3.1_09945, LALB_v3.1_10682								
...GO:0000902	BP	cell morphogenesis	9/341	67/9865	0.000461924	3	9	3.886068193	0.045168029	LALB_v3.1_00841, LALB_v3.1_01515, LALB_v3.1_02353, LALB_v3.1_04443, LALB_v3.1_05815, LALB_v3.1_07786, LALB_v3.1_08153, LALB_v3.1_08644, LALB_v3.1_08809								
...GO:0098797	CC	plasma membrane protein complex	16/341	129/9865	8.92752E-06	3	16	3.58816977	0.002057033	LALB_v3.1_00056, LALB_v3.1_00841, LALB_v3.1_03151, LALB_v3.1_03776, LALB_v3.1_03886, LALB_v3.1_04457, LALB_v3.1_05079, LALB_v3.1_05767, LALB_v3.1_05966, LALB_v3.1_06427, LALB_v3.1_06815, LALB_v3.1_07838, LALB_v3.1_08857, LALB_v3.1_08947, LALB_v3.1_09992, LALB_v3.1_10499								
..GO:0009986	CC	cell surface	12/341	104/9865	0.000237517	2	12	3.338032935	0.018193814	LALB_v3.1_00442, LALB_v3.1_01515, LALB_v3.1_01936, LALB_v3.1_02566, LALB_v3.1_06427, LALB_v3.1_06474, LALB_v3.1_08090, LALB_v3.1_08348, LALB_v3.1_08351, LALB_v3.1_08976, LALB_v3.1_09380, LALB_v3.1_09381								
....GO:0007399	BP	nervous system development	12/341	105/9865	0.000260005	4	12	3.306242145	0.03256713	LALB_v3.1_00841, LALB_v3.1_01007, LALB_v3.1_02597, LALB_v3.1_04957, LALB_v3.1_05997, LALB_v3.1_06529, LALB_v3.1_07930, LALB_v3.1_08303, LALB_v3.1_08348, LALB_v3.1_08466, LALB_v3.1_08467, LALB_v3.1_08644								
...GO:0007267	BP	cell-cell signaling	19/341	169/9865	5.65E-06	4	19	3.252442347	0.001702963	LALB_v3.1_00437, LALB_v3.1_01515, LALB_v3.1_01936, LALB_v3.1_03151, LALB_v3.1_03603, LALB_v3.1_03776, LALB_v3.1_05966, LALB_v3.1_05997, LALB_v3.1_06815, LALB_v3.1_07812, LALB_v3.1_08348, LALB_v3.1_08351, LALB_v3.1_08420, LALB_v3.1_08809, LALB_v3.1_08857, LALB_v3.1_09119, LALB_v3.1_09278, LALB_v3.1_09992, LALB_v3.1_10812								
...GO:0023052	BP	signaling	19/341	170/9865	6.17E-06	3	19	3.233310333	0.001795184	LALB_v3.1_00437, LALB_v3.1_01515, LALB_v3.1_01936, LALB_v3.1_03151, LALB_v3.1_03603, LALB_v3.1_03776, LALB_v3.1_05966, LALB_v3.1_05997, LALB_v3.1_06815, LALB_v3.1_07812, LALB_v3.1_08348, LALB_v3.1_08351, LALB_v3.1_08420, LALB_v3.1_08809, LALB_v3.1_08857, LALB_v3.1_09119, LALB_v3.1_09278, LALB_v3.1_09992, LALB_v3.1_10812								
......GO:0031175	BP	neuron projection development	24/341	215/9865	3.73246E-07	6	24	3.229352793	0.000167525	LALB_v3.1_00437, LALB_v3.1_00443, LALB_v3.1_01515, LALB_v3.1_01787, LALB_v3.1_02017, LALB_v3.1_04018, LALB_v3.1_04457, LALB_v3.1_04800, LALB_v3.1_04957, LALB_v3.1_05815, LALB_v3.1_06024, LALB_v3.1_07140, LALB_v3.1_08090, LALB_v3.1_08347, LALB_v3.1_08348, LALB_v3.1_08402, LALB_v3.1_08644, LALB_v3.1_08689, LALB_v3.1_08947, LALB_v3.1_09278, LALB_v3.1_09380, LALB_v3.1_09381, LALB_v3.1_09945, LALB_v3.1_10682								
....GO:0034330	BP	cell junction organization	16/341	151/9865	6.4392E-05	4	16	3.065390068	0.012941901	LALB_v3.1_00437, LALB_v3.1_00841, LALB_v3.1_02566, LALB_v3.1_02664, LALB_v3.1_02697, LALB_v3.1_03776, LALB_v3.1_05815, LALB_v3.1_06024, LALB_v3.1_06474, LALB_v3.1_06828, LALB_v3.1_08348, LALB_v3.1_08351, LALB_v3.1_08420, LALB_v3.1_08644, LALB_v3.1_08947, LALB_v3.1_09278								
...GO:0019904	MF	protein domain specific binding	19/341	183/9865	1.79266E-05	3.00E+00	1.90E+01	3.003621621	4.86E-03	LALB_v3.1_01512, LALB_v3.1_01515, LALB_v3.1_02200, LALB_v3.1_02566, LALB_v3.1_03776, LALB_v3.1_04022, LALB_v3.1_05077, LALB_v3.1_05981, LALB_v3.1_06023, LALB_v3.1_06427, LALB_v3.1_07308, LALB_v3.1_07813, LALB_v3.1_08146, LALB_v3.1_08348, LALB_v3.1_08420, LALB_v3.1_08466, LALB_v3.1_08467, LALB_v3.1_08637, LALB_v3.1_10499								
...GO:0003002	BP	regionalization	20/341	195/9865	1.29414E-05	3	20	2.967140386	0.003485109	LALB_v3.1_00210, LALB_v3.1_01007, LALB_v3.1_01286, LALB_v3.1_01515, LALB_v3.1_02543, LALB_v3.1_02775, LALB_v3.1_03505, LALB_v3.1_03695, LALB_v3.1_03776, LALB_v3.1_04018, LALB_v3.1_04443, LALB_v3.1_04957, LALB_v3.1_05489, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07786, LALB_v3.1_08090, LALB_v3.1_08809, LALB_v3.1_09372, LALB_v3.1_09945								
.......GO:0007268	BP	chemical synaptic transmission	13/341	129/9865	0.000506288	8	13	2.915387938	0.047423796	LALB_v3.1_00437, LALB_v3.1_03151, LALB_v3.1_03776, LALB_v3.1_05966, LALB_v3.1_06815, LALB_v3.1_07812, LALB_v3.1_08348, LALB_v3.1_08351, LALB_v3.1_08420, LALB_v3.1_08857, LALB_v3.1_09119, LALB_v3.1_09992, LALB_v3.1_10812								
......GO:0098916	BP	anterograde trans-synaptic signaling	13/341	129/9865	0.000506288	7	13	2.915387938	0.047423796	LALB_v3.1_00437, LALB_v3.1_03151, LALB_v3.1_03776, LALB_v3.1_05966, LALB_v3.1_06815, LALB_v3.1_07812, LALB_v3.1_08348, LALB_v3.1_08351, LALB_v3.1_08420, LALB_v3.1_08857, LALB_v3.1_09119, LALB_v3.1_09992, LALB_v3.1_10812								
...GO:1902495	CC	transmembrane transporter complex	12/341	120/9865	0.000884244	3	12	2.892961877	0.047860423	LALB_v3.1_00056, LALB_v3.1_03151, LALB_v3.1_03603, LALB_v3.1_03886, LALB_v3.1_05079, LALB_v3.1_05767, LALB_v3.1_05966, LALB_v3.1_06057, LALB_v3.1_06427, LALB_v3.1_06815, LALB_v3.1_08857, LALB_v3.1_10499								
...GO:0000981	MF	DNA-binding transcription factor activity, RNA polymerase II-specific	30/341	303/9865	1.85549E-07	3	30	2.86431869	0.000156742	LALB_v3.1_00275, LALB_v3.1_00343, LALB_v3.1_00432, LALB_v3.1_00443, LALB_v3.1_00920, LALB_v3.1_01626, LALB_v3.1_01708, LALB_v3.1_01864, LALB_v3.1_02543, LALB_v3.1_03164, LALB_v3.1_03695, LALB_v3.1_04126, LALB_v3.1_04443, LALB_v3.1_04510, LALB_v3.1_04957, LALB_v3.1_05489, LALB_v3.1_05682, LALB_v3.1_05741, LALB_v3.1_06082, LALB_v3.1_06345, LALB_v3.1_07231, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07314, LALB_v3.1_07786, LALB_v3.1_07814, LALB_v3.1_07862, LALB_v3.1_08153, LALB_v3.1_09987, LALB_v3.1_09990								
.....GO:0050804	BP	modulation of chemical synaptic transmission	14/341	142/9865	0.000389767	Jan-00	Jan-00	2.852215935	Jan-00	LALB_v3.1_00056, LALB_v3.1_01908, LALB_v3.1_03151, LALB_v3.1_03776, LALB_v3.1_05966, LALB_v3.1_06474, LALB_v3.1_08348, LALB_v3.1_08351, LALB_v3.1_08420, LALB_v3.1_08644, LALB_v3.1_08689, LALB_v3.1_08857, LALB_v3.1_09119, LALB_v3.1_09992								
....GO:0099177	BP	regulation of trans-synaptic signaling	14/341	142/9865	0.000389767	5	14	2.852215935	0.04076281	LALB_v3.1_00056, LALB_v3.1_01908, LALB_v3.1_03151, LALB_v3.1_03776, LALB_v3.1_05966, LALB_v3.1_06474, LALB_v3.1_08348, LALB_v3.1_08351, LALB_v3.1_08420, LALB_v3.1_08644, LALB_v3.1_08689, LALB_v3.1_08857, LALB_v3.1_09119, LALB_v3.1_09992								
