SOCIAL-BIASED_DAEs (including priority assigned genes near social-biased DAEs)																		
# GO	NS	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	enrichment	p_fdr_bh	study_items								
...GO:0023052	BP	signaling	20/350	147/7020	3.66E-05	3	20	2.728862974	0.016348106	LALB_v3.1_01515, LALB_v3.1_01936, LALB_v3.1_02389, LALB_v3.1_03583, LALB_v3.1_03603, LALB_v3.1_03776, LALB_v3.1_04626, LALB_v3.1_05444, LALB_v3.1_05997, LALB_v3.1_07446, LALB_v3.1_07620, LALB_v3.1_07689, LALB_v3.1_08149, LALB_v3.1_08348, LALB_v3.1_08420, LALB_v3.1_08464, LALB_v3.1_08809, LALB_v3.1_08857, LALB_v3.1_09278, LALB_v3.1_09988								
...GO:0009887	BP	animal organ morphogenesis	27/350	209/7020	4.32E-06	3	27	2.591114149	0.003935341	LALB_v3.1_00052, LALB_v3.1_00443, LALB_v3.1_00917, LALB_v3.1_01515, LALB_v3.1_01681, LALB_v3.1_01936, LALB_v3.1_02543, LALB_v3.1_03445, LALB_v3.1_03505, LALB_v3.1_03582, LALB_v3.1_04443, LALB_v3.1_04457, LALB_v3.1_05489, LALB_v3.1_05546, LALB_v3.1_05997, LALB_v3.1_06107, LALB_v3.1_06343, LALB_v3.1_06345, LALB_v3.1_06567, LALB_v3.1_07306, LALB_v3.1_07918, LALB_v3.1_08153, LALB_v3.1_08279, LALB_v3.1_08347, LALB_v3.1_08464, LALB_v3.1_08644, LALB_v3.1_08809								
.......GO:0000978	MF	RNA polymerase II cis-regulatory region sequence-specific DNA binding	25/350	200/7020	1.77E-05	9	25	2.507142857	0.007294056	LALB_v3.1_00415, LALB_v3.1_00920, LALB_v3.1_01626, LALB_v3.1_01681, LALB_v3.1_01906, LALB_v3.1_02034, LALB_v3.1_02543, LALB_v3.1_02969, LALB_v3.1_03695, LALB_v3.1_04126, LALB_v3.1_04443, LALB_v3.1_04510, LALB_v3.1_04920, LALB_v3.1_05489, LALB_v3.1_06082, LALB_v3.1_06343, LALB_v3.1_06345, LALB_v3.1_07231, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07862, LALB_v3.1_08153, LALB_v3.1_08279, LALB_v3.1_09423, LALB_v3.1_09990								
...GO:0048731	BP	system development	28/350	226/7020	6.50E-06	3	28	2.484955752	0.005395343	LALB_v3.1_00052, LALB_v3.1_00443, LALB_v3.1_01515, LALB_v3.1_02597, LALB_v3.1_02759, LALB_v3.1_04443, LALB_v3.1_05121, LALB_v3.1_05489, LALB_v3.1_05546, LALB_v3.1_05997, LALB_v3.1_06107, LALB_v3.1_06529, LALB_v3.1_06567, LALB_v3.1_06840, LALB_v3.1_07299, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07930, LALB_v3.1_08153, LALB_v3.1_08303, LALB_v3.1_08348, LALB_v3.1_08467, LALB_v3.1_08644, LALB_v3.1_09278, LALB_v3.1_09988, LALB_v3.1_09990, LALB_v3.1_10544, LALB_v3.1_10777								
..GO:0007154	BP	cell communication	26/350	210/7020	1.42E-05	2	26	2.483265306	0.01010406	LALB_v3.1_00052, LALB_v3.1_01515, LALB_v3.1_01846, LALB_v3.1_01936, LALB_v3.1_02389, LALB_v3.1_02527, LALB_v3.1_02948, LALB_v3.1_03583, LALB_v3.1_03603, LALB_v3.1_03776, LALB_v3.1_04626, LALB_v3.1_05444, LALB_v3.1_05997, LALB_v3.1_07446, LALB_v3.1_07620, LALB_v3.1_07689, LALB_v3.1_08149, LALB_v3.1_08348, LALB_v3.1_08420, LALB_v3.1_08464, LALB_v3.1_08809, LALB_v3.1_08857, LALB_v3.1_09278, LALB_v3.1_09988, LALB_v3.1_09990, LALB_v3.1_10682								
...GO:0000981	MF	DNA-binding transcription factor activity, RNA polymerase II-specific	33/350	268/7020	1.08E-06	3	33	2.469722814	0.001603757	LALB_v3.1_00343, LALB_v3.1_00415, LALB_v3.1_00443, LALB_v3.1_00463, LALB_v3.1_00920, LALB_v3.1_01626, LALB_v3.1_01681, LALB_v3.1_01864, LALB_v3.1_01906, LALB_v3.1_02034, LALB_v3.1_02543, LALB_v3.1_02969, LALB_v3.1_03164, LALB_v3.1_03675, LALB_v3.1_03695, LALB_v3.1_04126, LALB_v3.1_04443, LALB_v3.1_04510, LALB_v3.1_04920, LALB_v3.1_05489, LALB_v3.1_06082, LALB_v3.1_06343, LALB_v3.1_06345, LALB_v3.1_06840, LALB_v3.1_07231, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07314, LALB_v3.1_07862, LALB_v3.1_08153, LALB_v3.1_08279, LALB_v3.1_08379, LALB_v3.1_09990								
......GO:0000987	MF	cis-regulatory region sequence-specific DNA binding	25/350	204/7020	2.49E-05	8	25	2.457983193	0.007294056	LALB_v3.1_00415, LALB_v3.1_00920, LALB_v3.1_01626, LALB_v3.1_01681, LALB_v3.1_01906, LALB_v3.1_02034, LALB_v3.1_02543, LALB_v3.1_02969, LALB_v3.1_03695, LALB_v3.1_04126, LALB_v3.1_04443, LALB_v3.1_04510, LALB_v3.1_04920, LALB_v3.1_05489, LALB_v3.1_06082, LALB_v3.1_06343, LALB_v3.1_06345, LALB_v3.1_07231, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07862, LALB_v3.1_08153, LALB_v3.1_08279, LALB_v3.1_09423, LALB_v3.1_09990								
......GO:0031175	BP	neuron projection development	21/350	176/7020	0.000163675	6	21	2.393181818	0.042869915	LALB_v3.1_00062, LALB_v3.1_00443, LALB_v3.1_01515, LALB_v3.1_01787, LALB_v3.1_02013, LALB_v3.1_02017, LALB_v3.1_04457, LALB_v3.1_05275, LALB_v3.1_05546, LALB_v3.1_06107, LALB_v3.1_06343, LALB_v3.1_07899, LALB_v3.1_08347, LALB_v3.1_08348, LALB_v3.1_08644, LALB_v3.1_08682, LALB_v3.1_08947, LALB_v3.1_09278, LALB_v3.1_09364, LALB_v3.1_09380, LALB_v3.1_10682								
..GO:0003700	MF	DNA-binding transcription factor activity	36/350	316/7020	3.45E-06	2	36	2.284990958	0.003410542	LALB_v3.1_00343, LALB_v3.1_00415, LALB_v3.1_00443, LALB_v3.1_00463, LALB_v3.1_00920, LALB_v3.1_01626, LALB_v3.1_01681, LALB_v3.1_01864, LALB_v3.1_01906, LALB_v3.1_02034, LALB_v3.1_02543, LALB_v3.1_02969, LALB_v3.1_03164, LALB_v3.1_03445, LALB_v3.1_03675, LALB_v3.1_03695, LALB_v3.1_04126, LALB_v3.1_04443, LALB_v3.1_04510, LALB_v3.1_04920, LALB_v3.1_04927, LALB_v3.1_05489, LALB_v3.1_06082, LALB_v3.1_06343, LALB_v3.1_06345, LALB_v3.1_06840, LALB_v3.1_07231, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07314, LALB_v3.1_07862, LALB_v3.1_08153, LALB_v3.1_08279, LALB_v3.1_08379, LALB_v3.1_09990, LALB_v3.1_10777								
....GO:0044087	BP	regulation of cellular component biogenesis	27/350	238/7020	5.16E-05	4	27	2.275390156	0.019763231	LALB_v3.1_00052, LALB_v3.1_00056, LALB_v3.1_00062, LALB_v3.1_01515, LALB_v3.1_01846, LALB_v3.1_01936, LALB_v3.1_02013, LALB_v3.1_02034, LALB_v3.1_02644, LALB_v3.1_02662, LALB_v3.1_02759, LALB_v3.1_03581, LALB_v3.1_04115, LALB_v3.1_04457, LALB_v3.1_05546, LALB_v3.1_06107, LALB_v3.1_06474, LALB_v3.1_06479, LALB_v3.1_07689, LALB_v3.1_07970, LALB_v3.1_08153, LALB_v3.1_08290, LALB_v3.1_08348, LALB_v3.1_08420, LALB_v3.1_08644, LALB_v3.1_09278, LALB_v3.1_09988								
.....GO:0003690	MF	double-stranded DNA binding	34/350	306/7020	9.59E-06	5	34	2.228571429	0.004744757	LALB_v3.1_00343, LALB_v3.1_00415, LALB_v3.1_00443, LALB_v3.1_00920, LALB_v3.1_01626, LALB_v3.1_01681, LALB_v3.1_01906, LALB_v3.1_02034, LALB_v3.1_02543, LALB_v3.1_02969, LALB_v3.1_03675, LALB_v3.1_03695, LALB_v3.1_03746, LALB_v3.1_04126, LALB_v3.1_04210, LALB_v3.1_04443, LALB_v3.1_04510, LALB_v3.1_04524, LALB_v3.1_04611, LALB_v3.1_04920, LALB_v3.1_05489, LALB_v3.1_06082, LALB_v3.1_06343, LALB_v3.1_06345, LALB_v3.1_06840, LALB_v3.1_07231, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07862, LALB_v3.1_08153, LALB_v3.1_08279, LALB_v3.1_09423, LALB_v3.1_09990, LALB_v3.1_10546								
......GO:1990837	MF	sequence-specific double-stranded DNA binding	32/350	289/7020	2.00E-05	6	32	2.220860109	0.007294056	LALB_v3.1_00343, LALB_v3.1_00415, LALB_v3.1_00443, LALB_v3.1_00920, LALB_v3.1_01626, LALB_v3.1_01681, LALB_v3.1_01906, LALB_v3.1_02034, LALB_v3.1_02543, LALB_v3.1_02969, LALB_v3.1_03675, LALB_v3.1_03695, LALB_v3.1_03746, LALB_v3.1_04126, LALB_v3.1_04443, LALB_v3.1_04510, LALB_v3.1_04611, LALB_v3.1_04920, LALB_v3.1_05489, LALB_v3.1_06082, LALB_v3.1_06343, LALB_v3.1_06345, LALB_v3.1_06840, LALB_v3.1_07231, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07862, LALB_v3.1_08153, LALB_v3.1_08279, LALB_v3.1_09423, LALB_v3.1_09990, LALB_v3.1_10546								
.....GO:0000976	MF	transcription cis-regulatory region binding	31/350	280/7020	2.83E-05	7	31	2.220612245	0.007294056	LALB_v3.1_00343, LALB_v3.1_00415, LALB_v3.1_00443, LALB_v3.1_00920, LALB_v3.1_01626, LALB_v3.1_01681, LALB_v3.1_01906, LALB_v3.1_02034, LALB_v3.1_02543, LALB_v3.1_02969, LALB_v3.1_03675, LALB_v3.1_03695, LALB_v3.1_03746, LALB_v3.1_04126, LALB_v3.1_04443, LALB_v3.1_04510, LALB_v3.1_04611, LALB_v3.1_04920, LALB_v3.1_05489, LALB_v3.1_06082, LALB_v3.1_06343, LALB_v3.1_06345, LALB_v3.1_07231, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07862, LALB_v3.1_08153, LALB_v3.1_08279, LALB_v3.1_09423, LALB_v3.1_09990, LALB_v3.1_10546								
....GO:0001067	MF	transcription regulatory region nucleic acid binding	31/350	281/7020	2.95E-05	4	31	2.21270971	0.007294056	LALB_v3.1_00343, LALB_v3.1_00415, LALB_v3.1_00443, LALB_v3.1_00920, LALB_v3.1_01626, LALB_v3.1_01681, LALB_v3.1_01906, LALB_v3.1_02034, LALB_v3.1_02543, LALB_v3.1_02969, LALB_v3.1_03675, LALB_v3.1_03695, LALB_v3.1_03746, LALB_v3.1_04126, LALB_v3.1_04443, LALB_v3.1_04510, LALB_v3.1_04611, LALB_v3.1_04920, LALB_v3.1_05489, LALB_v3.1_06082, LALB_v3.1_06343, LALB_v3.1_06345, LALB_v3.1_07231, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07862, LALB_v3.1_08153, LALB_v3.1_08279, LALB_v3.1_09423, LALB_v3.1_09990, LALB_v3.1_10546								
......GO:0000977	MF	RNA polymerase II transcription regulatory region sequence-specific DNA binding	28/350	256/7020	9.03E-05	8	28	2.19375	0.02061632	LALB_v3.1_00343, LALB_v3.1_00415, LALB_v3.1_00443, LALB_v3.1_00920, LALB_v3.1_01626, LALB_v3.1_01681, LALB_v3.1_01906, LALB_v3.1_02034, LALB_v3.1_02543, LALB_v3.1_02969, LALB_v3.1_03675, LALB_v3.1_03695, LALB_v3.1_04126, LALB_v3.1_04443, LALB_v3.1_04510, LALB_v3.1_04920, LALB_v3.1_05489, LALB_v3.1_06082, LALB_v3.1_06343, LALB_v3.1_06345, LALB_v3.1_07231, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07862, LALB_v3.1_08153, LALB_v3.1_08279, LALB_v3.1_09423, LALB_v3.1_09990								
.....GO:0043565	MF	sequence-specific DNA binding	36/350	331/7020	7.17E-06	5	36	2.181441519	0.004255389	LALB_v3.1_00343, LALB_v3.1_00415, LALB_v3.1_00443, LALB_v3.1_00463, LALB_v3.1_00920, LALB_v3.1_01626, LALB_v3.1_01681, LALB_v3.1_01864, LALB_v3.1_01906, LALB_v3.1_02034, LALB_v3.1_02543, LALB_v3.1_02969, LALB_v3.1_03164, LALB_v3.1_03675, LALB_v3.1_03695, LALB_v3.1_03746, LALB_v3.1_04126, LALB_v3.1_04443, LALB_v3.1_04510, LALB_v3.1_04524, LALB_v3.1_04611, LALB_v3.1_04920, LALB_v3.1_05489, LALB_v3.1_06082, LALB_v3.1_06343, LALB_v3.1_06345, LALB_v3.1_06840, LALB_v3.1_07231, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07862, LALB_v3.1_08153, LALB_v3.1_08279, LALB_v3.1_09423, LALB_v3.1_09990, LALB_v3.1_10546								
.GO:0140110	MF	transcription regulator activity	44/350	437/7020	6.27E-06	1	44	2.019483491	0.004255389	LALB_v3.1_00343, LALB_v3.1_00415, LALB_v3.1_00443, LALB_v3.1_00463, LALB_v3.1_00920, LALB_v3.1_01515, LALB_v3.1_01626, LALB_v3.1_01681, LALB_v3.1_01864, LALB_v3.1_01906, LALB_v3.1_01936, LALB_v3.1_02034, LALB_v3.1_02543, LALB_v3.1_02969, LALB_v3.1_03164, LALB_v3.1_03445, LALB_v3.1_03675, LALB_v3.1_03695, LALB_v3.1_04126, LALB_v3.1_04443, LALB_v3.1_04510, LALB_v3.1_04524, LALB_v3.1_04920, LALB_v3.1_04927, LALB_v3.1_05425, LALB_v3.1_05489, LALB_v3.1_06082, LALB_v3.1_06343, LALB_v3.1_06345, LALB_v3.1_06840, LALB_v3.1_07231, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07314, LALB_v3.1_07620, LALB_v3.1_07862, LALB_v3.1_08153, LALB_v3.1_08279, LALB_v3.1_08379, LALB_v3.1_08467, LALB_v3.1_08809, LALB_v3.1_09990, LALB_v3.1_10546, LALB_v3.1_10777								
..GO:0009653	BP	anatomical structure morphogenesis	50/350	517/7020	4.35E-06	2	50	1.939762365	0.003935341	LALB_v3.1_00052, LALB_v3.1_00443, LALB_v3.1_00917, LALB_v3.1_01515, LALB_v3.1_01558, LALB_v3.1_01620, LALB_v3.1_01681, LALB_v3.1_01936, LALB_v3.1_02013, LALB_v3.1_02017, LALB_v3.1_02034, LALB_v3.1_02103, LALB_v3.1_02543, LALB_v3.1_02759, LALB_v3.1_02807, LALB_v3.1_03215, LALB_v3.1_03445, LALB_v3.1_03505, LALB_v3.1_03582, LALB_v3.1_03675, LALB_v3.1_03695, LALB_v3.1_03776, LALB_v3.1_04126, LALB_v3.1_04443, LALB_v3.1_04457, LALB_v3.1_04927, LALB_v3.1_05489, LALB_v3.1_05546, LALB_v3.1_05930, LALB_v3.1_05997, LALB_v3.1_06107, LALB_v3.1_06343, LALB_v3.1_06345, LALB_v3.1_06567, LALB_v3.1_07299, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07918, LALB_v3.1_07928, LALB_v3.1_08153, LALB_v3.1_08279, LALB_v3.1_08347, LALB_v3.1_08348, LALB_v3.1_08464, LALB_v3.1_08644, LALB_v3.1_08809, LALB_v3.1_08976, LALB_v3.1_09278, LALB_v3.1_09490, LALB_v3.1_10777								
....GO:0003677	MF	DNA binding	57/350	597/7020	1.05E-06	4	57	1.915003589	0.001603757	LALB_v3.1_00343, LALB_v3.1_00415, LALB_v3.1_00443, LALB_v3.1_00463, LALB_v3.1_00920, LALB_v3.1_01626, LALB_v3.1_01681, LALB_v3.1_01846, LALB_v3.1_01864, LALB_v3.1_01906, LALB_v3.1_02034, LALB_v3.1_02543, LALB_v3.1_02969, LALB_v3.1_03164, LALB_v3.1_03445, LALB_v3.1_03675, LALB_v3.1_03695, LALB_v3.1_03746, LALB_v3.1_04126, LALB_v3.1_04210, LALB_v3.1_04443, LALB_v3.1_04510, LALB_v3.1_04524, LALB_v3.1_04611, LALB_v3.1_04853, LALB_v3.1_04920, LALB_v3.1_04927, LALB_v3.1_05489, LALB_v3.1_05811, LALB_v3.1_05988, LALB_v3.1_06082, LALB_v3.1_06343, LALB_v3.1_06345, LALB_v3.1_06529, LALB_v3.1_06546, LALB_v3.1_06840, LALB_v3.1_07231, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07314, LALB_v3.1_07862, LALB_v3.1_07928, LALB_v3.1_07970, LALB_v3.1_08153, LALB_v3.1_08279, LALB_v3.1_08379, LALB_v3.1_08809, LALB_v3.1_09423, LALB_v3.1_09450, LALB_v3.1_09975, LALB_v3.1_09990, LALB_v3.1_10184, LALB_v3.1_10323, LALB_v3.1_10546, LALB_v3.1_10723, LALB_v3.1_10777, LALB_v3.1_10882								
......GO:0010558	BP	negative regulation of macromolecule biosynthetic process	40/350	438/7020	0.000154513	7	40	1.831702544	0.041564025	LALB_v3.1_00052, LALB_v3.1_00343, LALB_v3.1_00415, LALB_v3.1_00443, LALB_v3.1_00920, LALB_v3.1_01515, LALB_v3.1_01846, LALB_v3.1_01936, LALB_v3.1_02034, LALB_v3.1_02543, LALB_v3.1_02644, LALB_v3.1_03505, LALB_v3.1_03582, LALB_v3.1_03746, LALB_v3.1_04126, LALB_v3.1_04451, LALB_v3.1_04504, LALB_v3.1_04611, LALB_v3.1_04927, LALB_v3.1_05546, LALB_v3.1_05988, LALB_v3.1_06082, LALB_v3.1_06343, LALB_v3.1_06345, LALB_v3.1_07231, LALB_v3.1_07299, LALB_v3.1_07308, LALB_v3.1_07376, LALB_v3.1_07620, LALB_v3.1_07689, LALB_v3.1_07862, LALB_v3.1_07928, LALB_v3.1_08153, LALB_v3.1_08279, LALB_v3.1_08467, LALB_v3.1_09603, LALB_v3.1_09633, LALB_v3.1_09990, LALB_v3.1_10544, LALB_v3.1_10723								
....GO:0048523	BP	negative regulation of cellular process	88/350	985/7020	1.35E-08	4	88	1.791907179	6.77E-05	LALB_v3.1_00052, LALB_v3.1_00343, LALB_v3.1_00415, LALB_v3.1_00442, LALB_v3.1_00443, LALB_v3.1_00893, LALB_v3.1_00920, LALB_v3.1_00988, LALB_v3.1_01044, LALB_v3.1_01150, LALB_v3.1_01320, LALB_v3.1_01515, LALB_v3.1_01846, LALB_v3.1_01906, LALB_v3.1_01936, LALB_v3.1_02017, LALB_v3.1_02034, LALB_v3.1_02543, LALB_v3.1_02597, LALB_v3.1_02644, LALB_v3.1_02662, LALB_v3.1_02807, LALB_v3.1_03215, LALB_v3.1_03505, LALB_v3.1_03521, LALB_v3.1_03581, LALB_v3.1_03582, LALB_v3.1_03583, LALB_v3.1_03695, LALB_v3.1_03746, LALB_v3.1_04103, LALB_v3.1_04115, LALB_v3.1_04126, LALB_v3.1_04210, LALB_v3.1_04451, LALB_v3.1_04504, LALB_v3.1_04510, LALB_v3.1_04554, LALB_v3.1_04610, LALB_v3.1_04611, LALB_v3.1_04927, LALB_v3.1_05425, LALB_v3.1_05546, LALB_v3.1_05811, LALB_v3.1_05930, LALB_v3.1_05988, LALB_v3.1_06023, LALB_v3.1_06082, LALB_v3.1_06107, LALB_v3.1_06143, LALB_v3.1_06343, LALB_v3.1_06345, LALB_v3.1_06474, LALB_v3.1_06478, LALB_v3.1_06479, LALB_v3.1_06567, LALB_v3.1_07231, LALB_v3.1_07299, LALB_v3.1_07306, LALB_v3.1_07308, LALB_v3.1_07376, LALB_v3.1_07620, LALB_v3.1_07621, LALB_v3.1_07689, LALB_v3.1_07862, LALB_v3.1_07918, LALB_v3.1_07921, LALB_v3.1_07928, LALB_v3.1_07970, LALB_v3.1_08132, LALB_v3.1_08149, LALB_v3.1_08153, LALB_v3.1_08279, LALB_v3.1_08290, LALB_v3.1_08348, LALB_v3.1_08467, LALB_v3.1_08644, LALB_v3.1_08682, LALB_v3.1_08976, LALB_v3.1_09278, LALB_v3.1_09603, LALB_v3.1_09633, LALB_v3.1_09988, LALB_v3.1_09990, LALB_v3.1_10323, LALB_v3.1_10544, LALB_v3.1_10682, LALB_v3.1_10723								
.....GO:0010605	BP	negative regulation of macromolecule metabolic process	46/350	515/7020	8.31E-05	5	46	1.791511789	0.027578543	LALB_v3.1_00052, LALB_v3.1_00343, LALB_v3.1_00415, LALB_v3.1_00443, LALB_v3.1_00920, LALB_v3.1_01515, LALB_v3.1_01846, LALB_v3.1_01936, LALB_v3.1_02013, LALB_v3.1_02034, LALB_v3.1_02543, LALB_v3.1_02597, LALB_v3.1_02644, LALB_v3.1_02662, LALB_v3.1_03505, LALB_v3.1_03582, LALB_v3.1_03746, LALB_v3.1_04115, LALB_v3.1_04126, LALB_v3.1_04451, LALB_v3.1_04504, LALB_v3.1_04611, LALB_v3.1_04927, LALB_v3.1_05425, LALB_v3.1_05546, LALB_v3.1_05988, LALB_v3.1_06082, LALB_v3.1_06343, LALB_v3.1_06345, LALB_v3.1_07231, LALB_v3.1_07299, LALB_v3.1_07308, LALB_v3.1_07376, LALB_v3.1_07620, LALB_v3.1_07689, LALB_v3.1_07862, LALB_v3.1_07928, LALB_v3.1_07970, LALB_v3.1_08153, LALB_v3.1_08279, LALB_v3.1_08467, LALB_v3.1_09603, LALB_v3.1_09633, LALB_v3.1_09990, LALB_v3.1_10544, LALB_v3.1_10723								
....GO:0009892	BP	negative regulation of metabolic process	49/350	555/7020	6.23E-05	4	49	1.770810811	0.02281087	LALB_v3.1_00052, LALB_v3.1_00343, LALB_v3.1_00415, LALB_v3.1_00443, LALB_v3.1_00920, LALB_v3.1_01515, LALB_v3.1_01846, LALB_v3.1_01936, LALB_v3.1_02013, LALB_v3.1_02034, LALB_v3.1_02543, LALB_v3.1_02597, LALB_v3.1_02644, LALB_v3.1_02662, LALB_v3.1_03505, LALB_v3.1_03582, LALB_v3.1_03695, LALB_v3.1_03746, LALB_v3.1_04115, LALB_v3.1_04126, LALB_v3.1_04451, LALB_v3.1_04504, LALB_v3.1_04611, LALB_v3.1_04927, LALB_v3.1_05425, LALB_v3.1_05546, LALB_v3.1_05988, LALB_v3.1_06082, LALB_v3.1_06143, LALB_v3.1_06343, LALB_v3.1_06345, LALB_v3.1_07231, LALB_v3.1_07299, LALB_v3.1_07308, LALB_v3.1_07376, LALB_v3.1_07620, LALB_v3.1_07621, LALB_v3.1_07689, LALB_v3.1_07862, LALB_v3.1_07928, LALB_v3.1_07970, LALB_v3.1_08153, LALB_v3.1_08279, LALB_v3.1_08467, LALB_v3.1_09603, LALB_v3.1_09633, LALB_v3.1_09990, LALB_v3.1_10544, LALB_v3.1_10723								
